,county,median_income,temp,total_population,elev_in_ft
2746,"Albemarle County, Virginia",68449,69.4,112395,674.8500421229992
2747,"Alleghany County, Virginia",45007,65.1,15223,1718.6635730858468
2748,"Amelia County, Virginia",56850,70.8,13265,307.44444444444446
2749,"Amherst County, Virginia",47558,68.2,31307,1101.6331658291458
2750,"Appomattox County, Virginia",48823,69.5,16119,697.3300492610838
2751,"Arlington County, Virginia",105763,70.8,238643,230.12558139534883
2752,"Augusta County, Virginia",54558,65.4,77487,1852.722280887012
2753,"Bath County, Virginia",43646,64.0,4209,2074.296015180266
2754,"Bedford County, Virginia",56316,68.7,79462,1111.8011283497883
2755,"Bland County, Virginia",45294,62.7,6270,2416.3172690763054
2756,"Botetourt County, Virginia",60454,67.1,33596,1428.371819960861
2757,"Brunswick County, Virginia",36919,71.3,15849,280.9912663755459
2758,"Buchanan County, Virginia",29679,65.7,20355,1608.8212669683255
2759,"Buckingham County, Virginia",40331,70.0,16824,467.5211970074813
2760,"Campbell County, Virginia",47699,69.3,55696,734.1580086580086
2761,"Caroline County, Virginia",59227,71.2,30887,160.24524714828897
2762,"Carroll County, Virginia",35000,64.2,29155,2494.5409622886864
2763,"Charles City County, Virginia",49563,72.2,6773,39.76923076923077
2764,"Charlotte County, Virginia",35079,70.0,11529,488.7351916376306
2765,"Chesterfield County, Virginia",72609,71.2,364548,187.9931113662457
2766,"Clarke County, Virginia",71295,67.2,14783,601.4814814814815
2767,"Craig County, Virginia",44330,65.2,4892,1991.768924302789
2768,"Culpeper County, Virginia",66697,69.0,52552,414.3715846994536
2769,"Cumberland County, Virginia",39301,70.3,9675,354.065306122449
2770,"Dickenson County, Virginia",33624,65.6,14124,1824.627631578948
2771,"Dinwiddie County, Virginia",51397,71.2,27947,221.7789203084833
2772,"Essex County, Virginia",42760,71.8,10599,63.6530612244898
2773,"Fairfax County, Virginia",112552,70.4,1150309,282.28502220427936
2774,"Fauquier County, Virginia",91609,68.5,72972,536.2444113263786
2775,"Floyd County, Virginia",48005,63.6,15476,2541.311111111111
2776,"Fluvanna County, Virginia",63938,69.9,27249,346.24
2777,"Franklin County, Virginia",46870,68.2,54477,1154.0251517779704
2778,"Frederick County, Virginia",69098,66.3,91419,870.1061692969871
2779,"Giles County, Virginia",46390,64.5,16787,2250.4599483204133
2780,"Gloucester County, Virginia",61121,72.2,38711,28.591375770020534
2781,"Goochland County, Virginia",79330,70.1,24727,268.2647058823529
2782,"Grayson County, Virginia",29942,61.8,15333,2979.9273356401386
2783,"Greene County, Virginia",61550,68.1,20552,1075.6902356902358
2784,"Greensville County, Virginia",38012,71.6,11391,152.61711711711712
2785,"Halifax County, Virginia",35240,70.1,34022,462.94565217391306
2786,"Hanover County, Virginia",78645,70.8,109979,181.27637444279347
2787,"Henrico County, Virginia",61934,71.3,334389,177.8627187079408
2788,"Henry County, Virginia",35293,69.2,50948,890.8283062645012
2789,"Highland County, Virginia",43914,61.3,2232,2607.939799331104
2790,"Isle of Wight County, Virginia",65741,72.4,38606,39.67130919220056
2791,"James City County, Virginia",75710,72.4,78254,56.51129943502825
2792,"King and Queen County, Virginia",48292,71.5,6608,70.0304347826087
2793,"King George County, Virginia",81688,72.2,26723,81.40944881889764
2794,"King William County, Virginia",62031,71.4,17810,63.42662116040955
2795,"Lancaster County, Virginia",50374,71.9,10919,39.63294797687861
2796,"Lee County, Virginia",31086,66.8,22173,1610.9843304843305
2797,"Loudoun County, Virginia",123453,68.5,420959,396.3001792114695
2798,"Louisa County, Virginia",57829,69.4,37596,357.27777777777777
2799,"Lunenburg County, Virginia",39506,70.8,11936,444.0532786885246
2800,"Madison County, Virginia",47736,67.6,13837,1246.6666666666667
2801,"Mathews County, Virginia",63845,72.3,8533,5.827272727272727
2802,"Mecklenburg County, Virginia",37356,71.4,30319,372.2562962962963
2803,"Middlesex County, Virginia",54654,71.9,10625,36.08171206225681
2804,"Montgomery County, Virginia",46663,65.6,99721,1967.4534412955463
2805,"Nelson County, Virginia",47118,68.0,14775,1096.972860125261
2806,"New Kent County, Virginia",73041,71.7,22945,64.51121076233184
2807,"Northampton County, Virginia",35055,72.3,12282,10.46594982078853
2808,"Northumberland County, Virginia",51885,72.2,11839,33.363839285714285
2809,"Nottoway County, Virginia",36284,70.7,15642,398.9655172413793
2810,"Orange County, Virginia",65166,69.2,36254,435.81720430107526
2811,"Page County, Virginia",43895,66.4,23709,1459.2412993039443
2812,"Patrick County, Virginia",33982,67.1,17608,1652.407643312102
2813,"Pittsylvania County, Virginia",41824,69.0,60501,706.6594202898551
2814,"Powhatan County, Virginia",77896,70.5,30333,279.519801980198
2815,"Prince Edward County, Virginia",41697,70.2,21849,446.97536945812806
2816,"Prince George County, Virginia",61857,71.9,43010,99.72491909385111
2817,"Prince William County, Virginia",98657,70.5,482204,232.8872497365648
2818,"Pulaski County, Virginia",47495,65.2,33800,2089.9022346368715
2819,"Rappahannock County, Virginia",57210,66.9,7348,1189.9964157706092
2820,"Richmond County, Virginia",47288,71.9,8923,70.97019867549669
2821,"Roanoke County, Virginia",60519,67.6,96929,1378.716560509554
2822,"Rockbridge County, Virginia",48901,66.3,22650,1561.003294892916
2823,"Rockingham County, Virginia",53744,66.3,83757,1664.2933049946864
2824,"Russell County, Virginia",35045,65.1,25781,2056.4687842278204
2825,"Scott County, Virginia",37240,68.0,21576,1607.5431878895815
2826,"Shenandoah County, Virginia",49406,66.3,44186,1156.1795302013422
2827,"Smyth County, Virginia",37983,63.2,29800,2518.5112676056337
2828,"Southampton County, Virginia",48962,71.8,17996,59.25994694960213
2829,"Spotsylvania County, Virginia",78125,70.0,140032,271.25291828793775
2830,"Stafford County, Virginia",97144,71.2,156927,192.91705069124424
2831,"Surry County, Virginia",53673,72.3,6561,66.07228915662651
2832,"Sussex County, Virginia",39194,71.7,10829,94.59354838709676
2833,"Tazewell County, Virginia",37664,62.6,40429,2497.384303112314
2834,"Warren County, Virginia",61454,66.4,40727,813.2966292134831
2835,"Washington County, Virginia",43310,66.2,53935,2024.4782168186423
2836,"Westmoreland County, Virginia",47911,72.5,18477,47.88555347091933
2837,"Wise County, Virginia",37407,65.2,36130,2087.658878504673
2838,"Wythe County, Virginia",41360,63.8,28290,2379.206500956023
2839,"York County, Virginia",81749,72.6,70045,36.74005305039788
2840,"Adams County, Washington",46564,61.7,20613,1422.6837944664032
2841,"Asotin County, Washington",44394,60.9,22285,2630.022346368716
2842,"Benton County, Washington",60251,65.0,206873,727.8127659574468
2843,"Chelan County, Washington",51837,54.5,79074,3401.8327215521763
2844,"Clallam County, Washington",47253,56.2,77155,918.5610859728508
2845,"Clark County, Washington",60756,62.5,503311,333.71315192743765
2846,"Columbia County, Washington",38581,59.9,3952,3240.856707317073
2847,"Cowlitz County, Washington",47452,59.1,110730,603.7145085803432
2848,"Douglas County, Washington",53636,60.9,42938,1691.367139959432
2849,"Ferry County, Washington",38125,55.4,7178,2842.7841530054643
2850,"Franklin County, Washington",56980,64.4,96749,686.5971223021583
2851,"Garfield County, Washington",45855,60.8,2286,3296.9320388349515
2852,"Grant County, Washington",48714,62.5,99123,1247.0098360655738
2853,"Grays Harbor County, Washington",43538,58.4,75636,256.586301369863
2854,"Island County, Washington",58815,58.8,86857,99.50646551724138
2855,"Jefferson County, Washington",49279,54.6,32977,1465.2515400410678
2856,"King County, Washington",75302,56.9,2269675,635.5752196836555
2857,"Kitsap County, Washington",62941,60.4,275611,166.94283121597095
2858,"Kittitas County, Washington",46458,56.5,44337,3073.206225680934
2859,"Klickitat County, Washington",48319,60.1,22735,1540.091362126246
2860,"Lewis County, Washington",44100,57.1,82149,1715.189210320563
2861,"Lincoln County, Washington",46069,58.9,10876,2000.131868131868
2862,"Mason County, Washington",50406,58.3,65726,566.2635761589404
2863,"Okanogan County, Washington",40730,54.8,42104,3444.457743631217
2864,"Pacific County, Washington",37684,58.9,23365,138.74213836477986
2865,"Pend Oreille County, Washington",40599,53.9,13401,3060.730205278592
2866,"Pierce County, Washington",59953,56.2,921130,1367.02979320014
2867,"San Juan County, Washington",55960,58.6,17788,135.53968253968253
2868,"Skagit County, Washington",54129,55.5,129523,1209.5729613733906
2869,"Skamania County, Washington",52374,55.8,12036,2703.7457142857143
2870,"Snohomish County, Washington",70722,55.7,827957,1064.8501616960116
2871,"Spokane County, Washington",50079,59.5,539339,2231.193991416309
2872,"Stevens County, Washington",41978,57.2,46445,2441.9108983799706
2873,"Thurston County, Washington",61677,60.3,294793,279.2338461538462
2874,"Wahkiakum County, Washington",44485,59.1,4422,171.45173745173744
2875,"Walla Walla County, Washington",47946,63.9,62584,975.4871134020618
2876,"Whatcom County, Washington",53145,54.1,226847,1566.6932211776348
2877,"Whitman County, Washington",36631,61.6,47973,1898.1647727272727
2878,"Yakima County, Washington",44749,57.8,256728,2706.978488014752
2879,"Barbour County, West Virginia",37066,65.5,15465,1539.7494407158836
2880,"Berkeley County, West Virginia",55239,67.3,122076,564.1410256410256
2881,"Boone County, West Virginia",39958,67.5,21809,885.8732193732194
2882,"Braxton County, West Virginia",32750,66.7,12447,1003.477564102564
2883,"Brooke County, West Virginia",46215,66.2,22559,824.9300411522634
2884,"Cabell County, West Virginia",38344,68.4,94350,625.5886426592798
2885,"Calhoun County, West Virginia",35568,67.7,6229,831.3485193621868
2886,"Clay County, West Virginia",31325,67.3,8051,966.7783018867924
2887,"Doddridge County, West Virginia",39974,67.4,7808,883.1094527363184
2888,"Fayette County, West Virginia",36293,65.0,40488,1628.803343166175
2889,"Gilmer County, West Virginia",37536,67.7,7408,815.5464601769911
2890,"Grant County, West Virginia",39088,64.4,10976,1728.313432835821
2891,"Greenbrier County, West Virginia",39746,62.9,32977,2428.9884947267496
2892,"Hampshire County, West Virginia",27995,65.9,23093,1082.8637168141593
2893,"Hancock County, West Virginia",39959,65.2,29095,870.8453608247422
2894,"Hardy County, West Virginia",40303,65.2,14299,1548.221052631579
2895,"Harrison County, West Virginia",43987,66.9,65921,1048.034319526627
2896,"Jackson County, West Virginia",41314,67.0,27791,726.656
2897,"Jefferson County, West Virginia",66677,67.7,57701,477.2468193384224
2898,"Kanawha County, West Virginia",45882,67.9,180745,725.3514328808446
2899,"Lewis County, West Virginia",37849,67.1,17033,1060.7157534246576
2900,"Lincoln County, West Virginia",35800,68.7,20463,767.064713064713
2901,"Logan County, West Virginia",36763,68.2,32567,879.8825581395349
2902,"McDowell County, West Virginia",24921,65.3,19111,1547.8958594730238
2903,"Marion County, West Virginia",43165,66.0,56205,1050.832241153342
2904,"Marshall County, West Virginia",45182,66.0,30591,1030.1387137452712
2905,"Mason County, West Virginia",36448,66.7,25453,679.702229299363
2906,"Mercer County, West Virginia",36195,63.0,59664,2432.3457051961823
2907,"Mineral County, West Virginia",31790,66.6,26938,1106.507795100223
2908,"Mingo County, West Virginia",33221,68.6,23568,895.7295188556567
2909,"Monongalia County, West Virginia",45467,65.9,105822,1134.7363737486096
2910,"Monroe County, West Virginia",36918,64.8,12376,2179.8358208955224
2911,"Morgan County, West Virginia",39324,66.5,17063,721.7409836065574
2912,"Nicholas County, West Virginia",39171,64.4,24604,1919.6998706338936
2913,"Ohio County, West Virginia",40569,66.0,42425,870.2758620689655
2914,"Pendleton County, West Virginia",36953,62.8,6143,2345.8846153846152
2915,"Pleasants County, West Virginia",44288,67.9,7653,761.9878542510121
2916,"Pocahontas County, West Virginia",36827,59.7,7869,2912.31832460733
2917,"Preston County, West Virginia",45064,63.6,34216,1921.34496124031
2918,"Putnam County, West Virginia",56774,67.8,57440,714.445
2919,"Raleigh County, West Virginia",41032,63.9,74591,2078.721482889734
2920,"Randolph County, West Virginia",39457,61.0,27932,2597.932307692308
2921,"Ritchie County, West Virginia",37636,67.9,8444,821.2423664122138
2922,"Roane County, West Virginia",31813,67.5,14028,836.9846517119245
2923,"Summers County, West Virginia",36651,64.9,11959,1924.241228070176
2924,"Taylor County, West Virginia",43970,66.0,16705,1195.0890410958905
2925,"Tucker County, West Virginia",40533,61.6,6762,2382.91684434968
2926,"Tyler County, West Virginia",38854,67.4,8313,806.0027173913044
2927,"Upshur County, West Virginia",40330,65.1,23816,1665.0060606060606
2928,"Wayne County, West Virginia",36318,68.7,38982,732.4683972911964
2929,"Webster County, West Virginia",29086,62.4,8378,2049.413357400722
2930,"Wetzel County, West Virginia",39096,66.2,14442,982.0638977635784
2931,"Wirt County, West Virginia",39352,67.7,5194,748.6657754010695
2932,"Wood County, West Virginia",41884,67.8,84296,705.0497017892644
2933,"Wyoming County, West Virginia",33730,65.4,21382,1543.7063492063492
2934,"Adams County, Wisconsin",43640,61.5,20654,958.9929078014184
2935,"Ashland County, Wisconsin",39381,58.4,16027,1065.810276679842
2936,"Barron County, Wisconsin",45714,60.0,46711,1169.0804749340368
2937,"Bayfield County, Wisconsin",46665,58.7,16220,1065.3637548891786
2938,"Brown County, Wisconsin",53527,62.0,268740,687.2217514124294
2939,"Buffalo County, Wisconsin",50196,62.6,13317,812.8922764227642
2940,"Burnett County, Wisconsin",41135,60.3,16526,967.4090121317158
2941,"Calumet County, Wisconsin",67427,62.9,52442,866.0105633802817
2942,"Chippewa County, Wisconsin",52109,60.6,66297,1038.230487804878
2943,"Clark County, Wisconsin",45048,60.9,34659,1174.7434456928838
2944,"Columbia County, Wisconsin",59769,63.6,58490,885.1873840445269
2945,"Crawford County, Wisconsin",44459,63.4,16113,876.9409448818898
2946,"Dane County, Wisconsin",62865,64.8,561504,927.4302788844622
2947,"Dodge County, Wisconsin",53783,63.7,89396,910.778429073857
2948,"Door County, Wisconsin",51928,60.4,30066,639.3250414593698
2949,"Douglas County, Wisconsin",47095,58.8,44295,907.6489361702128
2950,"Dunn County, Wisconsin",49788,61.6,45440,922.2116104868912
2951,"Eau Claire County, Wisconsin",49513,61.8,105710,919.9741379310344
2952,"Florence County, Wisconsin",48643,57.0,4558,1335.3563636363635
2953,"Fond du Lac County, Wisconsin",55473,64.4,104154,914.4609571788412
2954,"Forest County, Wisconsin",40636,56.5,9179,1577.3413173652696
2955,"Grant County, Wisconsin",49067,64.3,51938,893.7534766118837
2956,"Green County, Wisconsin",56219,65.2,37093,924.3859154929578
2957,"Green Lake County, Wisconsin",46780,63.0,19018,840.0033222591362
2958,"Iowa County, Wisconsin",55188,63.6,23709,974.40625
2959,"Iron County, Wisconsin",42543,57.2,6137,1519.3636363636365
2960,"Jackson County, Wisconsin",47851,62.2,21145,924.296819787986
2961,"Jefferson County, Wisconsin",56877,65.0,84900,834.1262135922331
2962,"Juneau County, Wisconsin",44961,61.4,26718,953.6325678496868
2963,"Kenosha County, Wisconsin",54918,66.8,169151,699.9089219330855
2964,"Kewaunee County, Wisconsin",56863,61.4,20563,724.563862928349
2965,"La Crosse County, Wisconsin",50539,63.4,120784,747.2810164424515
2966,"Lafayette County, Wisconsin",51445,64.7,16611,939.3491271820448
2967,"Langlade County, Wisconsin",41775,57.6,19491,1501.0
2968,"Lincoln County, Wisconsin",49721,58.4,28415,1455.31015037594
2969,"Manitowoc County, Wisconsin",48398,62.5,81359,745.0572171651495
2970,"Marathon County, Wisconsin",54083,60.6,138013,1281.6408787010507
2971,"Marinette County, Wisconsin",43425,58.6,41872,851.7916666666666
2972,"Marquette County, Wisconsin",46242,62.3,15592,833.3333333333334
2973,"Menominee County, Wisconsin",35343,59.4,4255,979.2926829268292
2974,"Milwaukee County, Wisconsin",43873,66.1,939489,685.9622363903875
2975,"Monroe County, Wisconsin",50694,61.4,46274,1004.5909797822706
2976,"Oconto County, Wisconsin",52765,59.5,38965,894.8125
2977,"Oneida County, Wisconsin",46516,57.0,37845,1585.1086226203806
2978,"Outagamie County, Wisconsin",58765,62.1,190705,778.5645438898451
2979,"Ozaukee County, Wisconsin",76433,63.8,91503,754.6677631578947
2980,"Pepin County, Wisconsin",49516,62.5,7318,843.6350710900474
2981,"Pierce County, Wisconsin",61611,62.8,42212,952.5116279069769
2982,"Polk County, Wisconsin",50714,61.0,44977,1090.515988372093
2983,"Portage County, Wisconsin",51613,61.5,70377,1100.6124763705104
2984,"Price County, Wisconsin",43137,57.9,14054,1510.1865008880995
2985,"Racine County, Wisconsin",55584,66.2,197727,725.2745825602968
2986,"Richland County, Wisconsin",44810,62.5,17304,902.0038572806172
2987,"Rock County, Wisconsin",50324,65.8,163687,841.8231966053748
2988,"Rusk County, Wisconsin",39194,59.8,14188,1192.7545045045044
2989,"Sauk County, Wisconsin",51055,62.3,65763,924.9069444444444
2990,"Sawyer County, Wisconsin",41665,58.8,18074,1323.3292011019284
2991,"Shawano County, Wisconsin",47861,60.7,40881,963.8356807511738
2992,"Sheboygan County, Wisconsin",53713,63.6,118034,775.8478561549101
2993,"Taylor County, Wisconsin",45420,59.1,19913,1409.1703056768558
2994,"Trempealeau County, Wisconsin",51077,62.7,30760,851.0655430711611
2995,"Vernon County, Wisconsin",47675,62.2,30714,995.4589707927678
